// key	CHAT_SPA_
sc001_spa_1	呼…沒什麼比寵愛自己一下更好的了♥
sc267_spa_5	我曾經身為法老君臨天下，並相信統治者就是要壓迫人民。但是當我在這裡看著你的做事風格時，我發現也許還有其他的辦法可以治理人民。但即使如此，我仍應繼續我的方式。
sc267_spa_max	你的計畫是什麼？我們現在雖然一起在魔王爭奪戰中戰鬥，但是最後只有一個人可以奪得王位…啊，別在意了。我只要看著你，就開始想一些多餘的事。
sc274_spa_1	這是什麼樣的遊戲啊？
sc274_spa_2	你知道嗎？昨天我的主人叫了我耶，雖然不是「來這裡啊，小貓咪」這樣叫，但是對我來說已經足夠了！真希望你也能看見！
sc274_spa_3	我為了等待主人從沉眠中醒來，已經等了好久好久。能出來走走真好喵♪這多虧了你，小貓！
sc274_spa_4	我做了一個好久好久以前的夢。那是當我窩在法老腿上時的夢。但是很可惜，我現在是隻大貓了，我再也不能這樣做了……
sc274_spa_max	我轉我轉我轉轉轉！♪你心情好的時候也會追自己的尾巴嗎，小貓？當然會吧！…喔，我差點忘了！下次我主人呼喚我的時候，我就讓你加入我吧！
sc275_spa_1	嚇！不可以偷看喔。\主人，別那麼噁心！
sc275_spa_2	如果其他人認為你很差，那你就很差的話，\不覺得這不太對嗎？你不該因為做自己想做的事而感到難受。
sc275_spa_3	喔，我到底做錯了什麼\才讓你那麼生氣？
sc275_spa_4	別這樣啦，很抱歉讓你經歷了那麼多事。\我保證會成為更好的人。更好的Child。
sc275_spa_5	我受夠了。你為什麼要看起來那麼沮喪啊？\做自己想做的事就好了啊！
sc275_spa_max	我也不喜歡你對我生氣。所以我在想…\我該改變自己，還是你呢？
sc277_spa_1	我正試著享受休息時光，你可以不要打擾我嗎？
sc277_spa_2	在現實世界生活簡直是地獄。你待得愈久愈糟糕。
sc277_spa_3	我只遵守一項規則：這亮晶晶的東西大於一切！不，我不是在講珠寶。我是在講白花花的錢啊！
sc277_spa_max	你跟我其實沒那麼不同。我們都處於劣勢。畢竟，在這裡真正掌握大權的其實是莫娜。
sc278_spa_1	善意總是別有所圖。\你圖的又是什麼？
sc278_spa_2	對洛基大人來說，這個世界就像是裝滿了七彩糖果的籃子一樣。\形狀雖有不同，但嘗起來都一樣。\這就是他那麼容易厭倦這些的原因。
sc278_spa_3	無論我去往何處，總是能聽見洛基大人的聲音。\把耳朵遮住也沒用。
sc278_spa_4	如果你是聰明人，\就應該停止反抗洛基大人。\給你這個建議是為了你好。
sc278_spa_5	我什麼事都不想做。\我只想永遠地...沉睡...\原因可能出在你身上。
sc278_spa_max	我跟你\都經歷了那麼長一段路呢。\我們就如同彼此一樣。
sc279_spa_1	真是完美的地點！\你對我真好。\你一定很愛我。
sc279_spa_2	洛基大人還很年輕，所以他需要愛。
sc279_spa_3	我除了愛洛基大人外，什麼也做不了。\畢竟，他就是我存在的理由。
sc279_spa_4	你身邊的每個人都活力十足。\他們看起來都在用\自己的方式愛著你。\相比之下，我親愛的洛基大人……
sc279_spa_5	我的心願，是在洛基大人死亡的隔天隨著死去。\但我不想要孤獨一人，所以你覺得我們\能同天同時死去嗎？
sc279_spa_max	你跟洛基大人一樣年輕又軟弱。\但不要擔心。\我對你的愛至死不渝。
sc280_spa_1	別偷看，小惡魔。
sc280_spa_2	讓我向你介紹我的好友！這是我唯一的好朋友，玉米！玉米是幸福的象徵，所以你要對它好一點！
sc280_spa_3	所有惡魔都這麼笨嗎？你一直抱怨魔王爭奪戰有多討厭，卻還是一直在裡面競爭。何不就甩掉這件事呢？
sc280_spa_max	好運只會降臨在努力的人身上！但我還滿喜歡你的，所以…雖然你很懶惰，但我還是支持你！
sc281_spa_1	你怎麼知道我會在這裡？你還真是讓我驚訝呢。
sc281_spa_2	一個夜晚沒有月光的地方。一個什麼都沒有，只有永恆的光芒照耀在我身上的地方。這才是真正的樂園。
sc281_spa_3	居然會在這種地方遇見主人…我們還真是有著切不開的關係呢，主人。
sc281_spa_4	我的永恆之光不會後悔和惡魔定契約的。別擔心。
sc281_spa_5	即使我不能在你身邊戰鬥…無論如何，我的主人都永遠會是我生命中最重要的人。
sc281_spa_max	我希望可以很快回到你身邊，主人。我擔心如果我離開太久，你會忘記我的。
sc283_spa_1	主人去哪裡了呢？
sc283_spa_2	這真是個寧靜的地方。唯一美中不足的是，有個討厭的惡魔在這裡…
sc283_spa_3	我是個女僕：維爾德大人的僕人。而且女僕一生只服侍一位主人。
sc283_spa_4	我想將我的感覺跟社長說，但是我該怎麼做呢…？
sc283_spa_5	你有特別珍惜的人嗎，主人？讓你深愛到願意為她而死的人…？
sc283_spa_max	我永遠都是社長的女僕。但是你不用擔心—我還是會用盡全力幫助你。這是任何好女僕的職責。
sc285_spa_1	哈哈哈哈！你為什麼這麼緊張？
sc285_spa_2	我很高興自己早早就從魔王爭奪戰中淘汰了！\觀戰比參戰還好玩啊！\哈哈哈！
sc285_spa_3	呃，可悲的惡魔！\他們戰敗時總是跑回來哭哭啼啼，\那都是因為他們太弱了…
sc285_spa_4	喂，小子，你覺得我怎麼樣？啊？\哈哈哈。你說性感是什麼意思？！我問的不是那個。\我說的是我跟A.I比起來怎麼樣！
sc285_spa_5	惡魔很容易被無聊所吞噬，\所以我覺得你這樣的傢伙很有趣。\你就像是個普通的平凡人，\沒有什麼大起大落的。我覺得那就是你的強項。
sc285_spa_max	惡魔就該隨心所欲。\就算不是魔王候補生，\也還是有很多找樂子的方法。\但我覺得沒有你的話，樂趣會減少很多。
sc286_spa_1	我想，你現在滿意了吧？
sc286_spa_2	天吶，我真的要從頭開始教你嗎？你還真是讓我頭痛呢，主人。
sc286_spa_3	「吊車尾」和「最弱的」是吧？你的名聲還真是糟糕。但換個角度來看，這也表示你有絕佳的機會可以證明自己真正的價值。
sc286_spa_4	你就照著我說的做。我可不允許任何笨拙的錯誤，所以你一定要做對。
sc286_spa_5	看來比起我，你更信任麗莎。呼呼呼…我現在暫時先不反對這一點。你遲早會發現我真正的才能。
sc286_spa_max	真是沒辦法。我會跟你一起的，主人—但可別失去氣勢了。
sc287_spa_1	首先，我會完成我的密集訓練課程，然後我會享受短暫的休息。這就好像我是專業舞者一樣，對吧？滿酷的吧？
sc287_spa_2	你真的要再更努力一些，尤其是你根本沒有天份。你懂我的意思嗎？
sc287_spa_3	對自己寬容的人，是無法成就大事的。努力練習是我唯一的方法。所以，你也要有跟我一起努力的覺悟。
sc287_spa_4	誰才是我希望成為的目標呢？其實沒有人是。啊！我知道了！你應該要把未來的我當作你的目標！
sc287_spa_5	我很高興自己能成為你的Child。我一開始還不太確定，但是…結果沒有想像的那麼糟嘛。
sc287_spa_max	不要注意別人。你要擔心的只有你自己。畢竟，當時機成熟時，是你要在舞台上表演。
sc289_spa_1	呼...如果有空的話就來陪陪我吧。
sc289_spa_2	魯弗斯大人是有點笨手笨腳的。但是他又和你不太一樣。所以盧茵還是有點擔心這點就是了。
sc289_spa_3	儘管魯弗斯大人這麼命令我，我卻一點都不想對你反目成仇。如果在是敵是友都不清楚的狀況下，意圖最明顯的一方就會先輸掉的。
sc289_spa_4	我的過去嗎？哈哈哈…你這傢伙好奇心還挺重的嘛。我想你可以說我大部分的人生都花在和無數惡魔戰鬥了。這樣會讓氣氛變得沉重嗎？
sc289_spa_5	我將我的人生和我的劍都奉獻來服侍魯弗斯大人。我這麼放鬆警戒真的明智嗎？我不知道他在計畫什麼，但是…
sc289_spa_max	我比誰都還要有信心魯弗斯大人會贏得王位，但是我對你也滿有興趣的—魯弗斯大人也是。答應我，你會一直追著他，直到最後一刻。
sc290_spa_1	我從來沒想過感覺會這麼舒服。這就好像是如其來的試煉一樣！呼呼呼呼！
sc290_spa_2	哎呀呀，你嘴巴張大大的瞪著我是怎麼回事？你的眼神告訴我你在期待些什麼。那麼…就請說吧，我很樂意達成你的期望。
sc290_spa_3	你知道當人類泡溫泉的時候，流向心臟的血液會減少，造成血壓和脈搏降低，並造成部分人昏倒嗎？人類還真是脆弱的生物，對吧？嘿嘿。
sc290_spa_4	這對我來講根本一點都不刺激。少說你的溫泉很「靠近」魔界了—我要泡以煉獄之火來加熱的溫泉。那不才是享受痛苦的最佳地方嗎？
sc290_spa_5	對痛苦的執著是深度自戀的表現—這需要完全沉浸於自己的世界。像你這麼一無是處的偷窺惡魔，沒資格在這裡跟我一起泡湯。
sc290_spa_max	你不只是來這裡玩水的吧？你看起來好像懂得我—咦？你這表情是怎麼回事？嘖…別擺這張臉了，這樣太可愛了！哈哈哈！
sc292_spa_1	呼...啊！真不敢相信我...
sc292_spa_2	我根本無法揣測魯弗斯大人是—喔不！我在說什麽啊？！
sc292_spa_3	嗯？喔，是你啊。唉…我還以為我可以享受片刻的安寧呢，看來是沒辦法了。
sc292_spa_4	呼…過去我在戰鬥的時候，可從來沒想過我可以這樣放鬆呢。雖然現在這些都不重要了。
sc292_spa_5	我不會假裝我知道你在打什麼鬼主意，但是我很確信我不適合作你的盟友。你同意嗎？你何不把時間花在更重要的事情上呢？
sc292_spa_max	你根本就不曉得身為惡魔是怎麼回事吧？可以區分真正的惡魔和仿冒者的方法只有一個：惡魔為了得到自己想要的東西，願意不擇手段。
sc294_spa_1	哼哼…\怎麼了呢？\你以為我在血中沐浴嗎？
sc294_spa_2	我常待的住所也有類似的設施。但是，像你這樣的男孩可是進不去的。嘻嘻…你還期待更進一步嗎？
sc294_spa_3	啊，終於到了休假日了。在這裡的時光讓我想起我的故鄉。雖然我並不想回去…
sc294_spa_4	嘻嘻。你以為裝無辜就可以悄悄走近我嗎？保證做我永遠的夥伴，我就可以給你一輩子的快樂…啊！居然跑掉了，真失禮！
sc294_spa_5	特蕾莎修女、真理子老師、萬花修女…我發誓我無論如何都永遠不會忘記妳們！…喔！你好，我正好想到你呢。
sc294_spa_max	我花了很長一段時間思考該怎麼處理和你，以及所有為我而犧牲的夥伴之間的關係。我本來想要獨自面對，但是當你對我伸出援手的時候，我真的很開心。
sc295_spa_1	呃…嗚，這裡是地獄…？還是…天堂？
sc295_spa_2	神啊，你卑微的僕人在此…喔，你看這牧師的有腳多疲累啊…請讓我暫時歇一下吧…
sc295_spa_3	嘻嘻。你好，我迷人的惡魔。嘿嘿…願神將祝福賜予給你這世界上最棒的惡魔…呼呼呼……
sc295_spa_4	小夜子修女…我、我做了一個夢，夢裡我正追著妳…呼呼呼…巴比拉神父…別對她出手……
sc295_spa_max	無論何時何地，我發誓…我會在你身邊盡我所能。我用我的靈魂發誓…超越死亡的誓言……
sc296_spa_1	哎呀！♥我剛剛才在想像你泡溫泉的樣子呢，小不點客人！
sc296_spa_2	沒想到會在這裡看到你，小不點客人！啊，我真是太開心了！♥你這是什麽臉啊？你見到我似乎沒那麼開心。
sc296_spa_3	如果有人找你麻煩，我會為了你將他們碎屍萬段！因為只有我可以找你麻煩，小不點客人！♥
sc296_spa_4	你心裡在想什麼，都可以跟我說，小不點客人！♥希爾德會在此全力支持你。但是你要跟好好跟我說聲謝謝喔~
sc296_spa_5	我的小不點客人，你看起來累壞了。你就過來我身邊休息吧！呼呼！♥
sc296_spa_max	我會盡我所能來讓你感到前所未有的快樂，我親愛的小不點客人♥畢竟，這正是女僕的工作！♥
sc299_spa_1	你還跟媽媽一起洗澡？真難以置信！
sc299_spa_2	真是可悲、懶散又無能…你問我是在說誰？拜託。你沒那麼笨吧。
sc299_spa_3	你現在不想打一場？那你可以去找誰來痛宰你一頓嗎？哎……我真不知道我該怎麼忍受你……
sc299_spa_4	真是不可思議。我愈常待在這，你看起來就愈不那麼糟糕。這就是對別人產生感情的感覺嗎？
sc299_spa_5	哈哈！你是在嫉妒聖誕老人的名聲，對吧？那加入我的行列如何呢？你和我可以一起創造新的歷史！
sc299_spa_max	我原本是不喜歡在一個地方待太久的，但我會留在這裡，直到你成為魔王為止。但你要知道，這並非我的本意。
sc300_spa_1	主人…這是我的私人休息區。
sc300_spa_2	如果你要走的道路充滿了障礙，那就突破障礙吧。我的字典裡沒有「不可能」這個詞。
sc300_spa_3	我要先推掉所有委託一陣子。讓你成為魔王才是優先事項。
sc300_spa_4	你真的應該更重視我的。你可是找不到比我更好的Child喔，主人。
sc300_spa_max	我從不懷疑自己的決定。既然我選擇你作為我的主人，那我就絕對會確保你成為魔王
sc301_spa_1	呀呼！這真是太棒了！你怎麼不早點跟我說有這個地方啊！？
sc301_spa_2	你們這些惡魔都一個樣。難道沒有一個惡魔可以讓人信任的嗎？
sc301_spa_3	你講得好像你很了解我一樣，但是我一點都不相信從惡魔口中說出來的垃圾話。走開！
sc301_spa_4	老闆，如果你不夠努力的話，我可是會很困擾的。如果我不能夠尊敬你，你要我怎麼能夠為你工作呢？
