// key	CHAT_
c001_17_boss_long	锵～锵！你好，可爱的主人♥
c283_hit_1	唔啊！
c283_hit_2	好痛！
c283_hit_3	唔啊！
c283_prskill	你绝对不可能打败我。
c283_skill	还真是难缠啊……
c283_spa	主人去哪里了呢？
c283_startbt	谁在乎恶魔间的斗争？
c283_story1	所以，你并不介意输给自己的Child……\对吗？
c283_story2	比我想象的还要急躁呢。
c283_story3	除了主人以外，我不相信任何人。\但是……为了主人……\我或许……可以成为你的……Child……
c283_true1	别随便亲近我。\你又不是我的主人……
c283_true2	要不是因为我的主人……像你这种恶魔……\我早就让你变成一坨烂肉了……
c283_true3	别让我的主人失望。你必须尽全力成为一名魔王。\拜托了……我的新主人。
c283_victory	我不需要你的称赞。
c285_boss_long	无用的灵魂，永远地灼烧吧！\不败的传奇，无尽对决！
c285_boss_short	你下一场决斗的对手就是我，娜塔莉丝！
c285_ctskill	来吧，要上啰！
c285_death_1	演出……到此……为止了。
c285_death_2	好吧……再见了。
c285_drive	下一个战场见！
c285_hit_1	好痛啊！
c285_hit_2	我不会忘记这件事的！
c285_hit_3	唔……
c285_prskill	当作这是我给你的福利吧！
c285_skill	好啦，好啦。
c285_spa	哈哈哈哈！你为什么这么紧张？
c285_startbt	漂亮的逆转！跟随娜塔莉丝队长的脚步吧！
c285_story1	也许我该捉弄一下Evil频道。\小小报复一下。
c285_story2	从现在开始，比起无趣的Evil频道，\全新的无尽对决将会直播我们的对决，\所以请继续关注！
c285_story3	你不需要很强大，\但拜托请活到最后。懂吗？
c285_true1	争夺战开始了，魔界变得空无一人。\而路西法罗也不见踪影。如果你想见见有趣的恶魔，\那你就要去人界。
c285_true2	嗯，信不信由你，我也是有朋友的。\像你这样的家伙别来找我组队。
c285_true3	你认识布丽姬吗？我是先提醒你一下啦，\但别跟她交朋友。\她的确是我的朋友，但她有点怪怪的。好吧，其实是很怪。
c285_victory	我从血腥的战斗中回归了！
c286_boss_long	真是个讨厌的顾客。
c286_boss_short	要我帮忙吗？
c286_ctskill	别碍事！
c286_death_1	我怎么会这么不小心呢？
c286_death_2	啊……
c286_drive	我来处理吧！
c286_hit_1	可恶！
c286_hit_2	呃啊！
c286_hit_3	咕哇！
c286_prskill	注意你的态度！
c286_skill	看来这里需要好好清扫一下了。
c286_spa	就现况来说……我还算满意。
c286_startbt	你需要我，不是吗？
c286_story1	作为一个参与魔王争夺战的恶魔……\你还真是一点基本常识也没有，\我没说错吧？
c286_story2	新主人只是我们为了达到目的需要借助的道具罢了。\要证明我比丽莎更优秀\是需要一点时间的。
c286_story3	我只会跟你合作到魔王争夺战结束为止……\你这狡诈的女狐狸！
c286_true1	就外观吸引力来说……丽莎是个很棒的魅魔。\她服侍的绝对不会是平凡的恶魔。
c286_true2	我从来不怀疑丽莎的判断力。\然而……我的确不懂她为何要选择你做她的主人。
c286_true3	如果你成为不了魔王，势必给丽莎的名誉带来污点。\……唯独这一点我无法容忍。
c286_victory	需要的时候，请随时呼唤我……
c287_88_boss_long	噢，你愿意当我的搭档吗？
c287_88_boss_short	哈哈哈！只战斗是徒劳的。
c287_88_ctskill	再加把劲！
c287_88_death_1	我还没有放弃！
c287_88_death_2	啊！
c287_88_drive	很显然，只能有一个主角！
c287_88_hit_1	就这？
c287_88_hit_2	就这些吗？
c287_88_hit_3	真扫兴。
c287_88_hit_4	呃啊！
c287_88_hit_5	让开！
c287_88_hit_6	哎呀！
c287_88_hit_7	咕哇！
c287_88_hit_8	挺厉害的！
c287_88_hit_9	这是违反规则！
c287_88_prskill	我已经受够了。
c287_88_skill	赢的人会是我！
c287_boss_long	别意气用事了，选择投降怎么样？
c287_boss_short	你不知道什么时候该放弃，是吧？
c287_ctskill	再加把劲！
c287_death_1	我还没有放弃！
c287_death_2	唔啊！
c287_drive	让我的舞姿征服你！
c287_hit_1	啊呀！
c287_hit_2	好痛！
c287_hit_3	呃啊！
c287_prskill	我再给你表演一点点看看！
c287_skill	这没什么了不起的！
c287_spa	首先，我完成了紧张的练习，\然后我享受了短暂的休息。\我看起来就像一个专业舞蹈家，很酷，对吧？
c287_startbt	从现在起，整个舞台都是我的！
c287_story1	我要继续迈向新高度，\届时每个人都会仰望我！\所以我才需要你\更加上进。
c287_story2	哼，我会继续坚持我的方式。\你坚持你的吧。用你自己的方式\证明你是最好的。
c287_story3	人们与恶魔订立契约\就是为了实现他们的愿望，不是吗？\但你只会说你做不到。
c287_true1	现在，我承认你是我的主人。\
c287_true2	如果不全力以赴，\就不可能成为最好的，不是吗？\就让我来帮你实现目标吧。
c287_true3	我是你的Child，所以我不可能超越你。\因此我要让你成为魔王，\这样我就是最伟大的Child了。\
c287_victory	沉浸在你的遗憾中吧！
c289_10_boss_long	让我看看你是否值得被砍倒。
c289_10_boss_short	让我们的剑碰撞交错！
c289_10_ctskill	好吵！
c289_10_death_1	很遗憾……但我不……后悔……
c289_10_death_2	呃！
c289_10_drive	这是鲁弗斯大人的命令！
c289_10_hit_1	就这？
c289_10_hit_2	有两下子啊。
c289_10_hit_3	呃啊！
c289_10_prskill	别浪费我的时间！
c289_10_skill	我会让你摆脱痛苦的。
c289_10_spa	从空气的湿度来看，\明天可能要下雨了。\啊！我应该把我的植物拿出来。
c289_10_startbt	我要歼灭目标。
c289_10_story1	我们要让鲁弗斯大人成为魔王。\这是我们的使命，也是我们存在的意义。
c289_10_story2	听着，你现在正处于魔王争夺战的激烈角逐中。\千万别忘了。
c289_10_story3	所以现在，\我必须认真栽培我所见到的一切，\从根到枝。
c289_10_true1	人界是个无聊的地方，但却是\欣赏盆栽的好环境。
c289_10_true2	卢茵看起来很严厉，但其实她很和蔼。\调戏她很好玩。
c289_10_true3	必要的话，我甚至可以让你当上魔王。\只要鲁弗斯大人下了这样的命令……
c289_10_victory	毫无疑问。\胜利属于你！
c289_boss_long	我会让你知道我为什么叫迪朗达尔！
c289_boss_short	想逃？做梦！
c289_ctskill	好好看着。
c289_death_1	我的剑……断了？
c289_death_2	噢呜……唔……
c289_drive	接招吧！不灭之刃！
c289_hit_1	大意了。
c289_hit_2	呃……
c289_hit_3	呃……
c289_prskill	别低估我了！
c289_skill	退开！
c289_spa	呼……闲了就来陪陪我吧。
c289_startbt	我知道了。我来打头阵。
c289_story1	我们的使命和存在的意义，便是辅佐鲁弗斯大人成为魔王。
c289_story2	你现在可是正处于魔王争夺战的中心啊。
c289_story3	所以呢……我会好好地照顾这个盆栽的，我保证让它从枝叶到树根都变得完美无缺……
c289_true1	虽然人界相当无趣，但不得不承认这的确是个欣赏盆栽的好地方。
c289_true2	卢茵看起来严厉，但其实她是典型的刀子嘴豆腐心。偶尔捉弄捉弄还是挺有意思的。
c289_true3	如果有必要的话，我可以辅佐你成为魔王。我会遵从鲁弗斯大人的所有命令。
c289_victory	我回来啦。
c290_boss_long	你提早到了。我还是很欢迎你。
c290_boss_short	你还要让我等多久啊？
c290_ctskill	感觉如何？
c290_death_1	你给我带来了……快乐。
c290_death_2	嘻嘻嘻嘻♥
c290_drive	让我带你见识一下什么叫做痛苦吧！
c290_hello1	欢迎来到绯红之选。\有空常来逛逛。
c290_hello2	吓死我了。嘻嘻嘻。你知道吗，我刚刚超级紧张？我可不能把自己给累坏了。
c290_hello3	他们说「相逢即是缘。」这代表我们的前世必定……！嘻嘻。
c290_hidden	这里的东西或许能对你有所帮助。慢慢看。我们有的是时间。嘻嘻。
c290_hit_1	真好笑！
c290_hit_2	真是可爱。
c290_hit_3	嘻嘻。
c290_prskill	我希望时间可以过的慢一点。
c290_skill	这样吗？
c290_spa	我从没想到这能给人带来如此美好的感觉。就像是突如其来的试练！\嗯嗯嗯嗯！
c290_startbt	我先走了？好吧，那就跟着我喽。
c290_story1	我不想玩路西法罗的这种游戏。\我才不像你呢。
c290_story2	我想体验一下死亡的感觉。\你可以像当年的恶魔那样将我大卸八块吗？
c290_story3	绯红之选随时欢迎你。\以各种方式……
c290_thankyou	我对魔王争夺战不感兴趣。那么投入地完成一件事。对我来讲，我很快就会厌倦的。
c290_true1	我近期应该不会回魔界的。\我会待在人界，为你服务的。
c290_true2	我中途退出了魔王争夺战。\断了我和那个人后路。嘻嘻。
c290_true3	爱情和友情实在是太无趣了。不知为何，我倒觉得看着你因痛苦而扭曲的脸，是件趣事。
c290_victory	满足了？
c290_wait1	我这里有稀有物品喔。我可以让你看看。
c290_wait2	下次再来吧。我会一直在这里的。
c292_boss_long	你我要不切磋一下。
c292_boss_short	那还要请你多多指教。
c292_ctskill	别碍事。
c292_death_1	鲁弗斯大人……请再给我一次机会……
c292_death_2	竟落得如此下场……
c292_drive	毁灭吧！
c292_hit_1	大意了啊。
c292_hit_2	呜！
c292_hit_3	原来如此。
c292_prskill	你会有报应的。
c292_skill	退下。
c292_spa	呼……啊！真不敢相信，我竟然……
c292_startbt	剩下的就交给我吧。
c292_story1	你竟然以为你自己不会死？居然以为最次不过是回魔界？也不知道该说你乐观还是异想天开。
c292_story2	噢，鲁弗斯大人，我到底还要在这里待多久？\我感觉，如果继续在这里待下去，我会疯掉的。
c292_story3	如你所愿，鲁弗斯大人。
c292_true1	虽然这是鲁弗斯大人的命令，但是……这种情报真的有用吗？
c292_true2	你到底在想些什么？难不成你真的以为自己能赢？
c292_true3	别白费工夫了。只有鲁弗斯大人才有资格统治魔界。
c292_victory	跟我想的一样。
c294_10_boss_long	抓到了！你当鬼！
c294_10_boss_short	真可笑！
c294_10_ctskill	你逃不掉的！
c294_10_death_1	还没结束呢！
c294_10_death_2	你这家伙……
c294_10_drive	我要把你们全杀了。
c294_10_hit_1	这就对了。
c294_10_hit_2	这是什么？
c294_10_hit_3	你好吵。
c294_10_prskill	你还没死吧。
c294_10_skill	走开。
c294_10_spa	嘿嘿。什么？\你觉得我是用鲜血泡澡的吗？
c294_10_startbt	照我说的去做。
c294_10_story1	你是我的花朵。我心中无可比拟的女人！\哈，真老套！
c294_10_story2	别期待我会尽全力帮你。\或是在你需要的时候出现。
c294_10_story3	答应我，你不会抛下我。\在你化为灰烬前，我都会保护你。
c294_10_true1	没人知道如何正确使用我。\真是白痴。
c294_10_true2	你不会真的忘了我是谁吧？\真的吗？你怎么能这么不要脸呢？
c294_10_true3	不是你找到了我。是我找到了你。\说真的，你到目前为止到底做了什么？
c294_10_victory	哈哈！这才对啊！
c294_boss_long	现在向我发誓！\我们将永不分离。
c294_boss_short	血的誓言……
c294_ctskill	交给我吧！
c294_death_1	是时候该……回归……尘土了。
c294_death_2	再见了……大家……
c294_drive	给我老实点！
c294_hit_1	失手了吗？
c294_hit_2	好痛！
c294_hit_3	呜啊……
c294_prskill	不好意思！
c294_skill	快退下。
c294_spa	哼哼……\怎么？\你以为我这是在血中沐浴吗？
c294_startbt	让我来好好教你怎样才是标准的礼仪。
c294_story1	你是蔚蓝天空下盛开的花朵。\我理想中的女孩。
c294_story2	从现在开始，我就是巴普里了。喵！
c294_story3	如果你同意只做我理想中的女孩，那么我会一直保护你的，不死不休。
c294_true1	魔界太无聊。\一个权力至上、弱肉强食的王国，一点都不美丽。\你也因此来到人界，不是吗？
c294_true2	不知道为什么，我常被叫做吸血鬼。\其实我只是一个普通到不能再普通的恶魔。\哼哼……还是你想被我咬一口？
c294_true3	一个突然出现在我花园里的恶魔……\我要用我的花困住你，\让你无法逃脱。
c294_victory	辛苦了。你有受伤吗？
c295_boss_long	我是……未知者？\我是谁？
c295_boss_short	嘿嘿嘿……\哈哈哈……\哈哈哈！
c295_ctskill	尘归尘
c295_death_1	小夜子……救救我……
c295_death_2	咕……呃……
c295_drive	没关系。让我来保护你吧。
c295_hit_1	解救我。
c295_hit_2	嘻……\嘻嘻……
c295_hit_3	哈哈。哈。\嘿嘿嘿。
c295_prskill	我是谁？
c295_skill	我不会原谅你的，恶魔。
c295_spa	呃……\这里是地狱？\还是天堂？
c295_startbt	让我们走吧。\前往黑暗山谷。
c295_story1	第一，我发誓会用自己的一生成为巴托里大人忠诚的伙伴。\我会永远服侍你。\没有什么事可以让我从你的身边离开。
c295_story2	我们回去吧。\黑暗山谷我们都走过，还怕什么灾难吗？
c295_story3	万能的神吶，请给我们施舍一点仁慈吧，\赦免我们的罪恶，\让我们得到永生。
c295_true1	我的名字是……我的名字是特蕾莎。\不，等等，还是未知者？\不，我……
c295_true2	我失去了永恒的伙伴。\这是哪？\我在哪里？
c295_true3	小夜子……改天……再见吧。\放心。我们一定会再见的。
c295_victory	唉……这是梦吗？
c296_boss_long	战斗真刺激！
c296_boss_short	欢迎光临，这位客人！
c296_ctskill	你累了吗？
c296_death_1	嘿嘿……\就算我输了你还是会爱我的，对吧？
c296_death_2	唔啊！
c296_drive	别想给我逃跑！
c296_hit_1	唔啊！
c296_hit_2	…噢。
c296_hit_3	糟糕。
c296_prskill	我才刚开始呢。
c296_skill	啊哈！
c296_spa	呀！♥\我刚刚在想你泡温泉是什么样子呢，小不点客人！
c296_startbt	好耶～！战斗的时间到了！
c296_story1	你会这样说完全是因为\我很烦人，对吧？\这我都知道。
c296_story2	如果你无法回应我的感情，小不点客人……\我会用暴力让你屈服的！
c296_story3	这蛋糕是给我亲爱的小不点客人的。\你可千万别偷吃喔，魅魔小姐。
