// key	CHAT_
c001_17_boss_long	鏘～鏘！你好，可愛的主人♥
c167_story1	我們不如來聊點有趣的事情，不要提那些戰鬥，或者跟魔王爭奪戰有關的事？
c167_story2	所以…請隨時呼喚我。\只要你需要，我永遠都在。
c167_story3	我相信你還有很長的路要走。\對了，我有點好奇春天對惡魔來說是什麼樣的…
c167_true1	老實說，那時我真的很高興，就算還是人類的時候也是。但別跟任何人說…
c167_true2	歡迎回家，主人。你今天還好嗎？\有做什麼有趣的事情嗎？
c167_true3	你好啊。很高興終於又和你見面了。\雖然不知道未來的生活會是什麼模樣，但現在，我希望你能讓我留在你身邊。
c167_victory	這全都要感謝你，主人。
c169_boss_long	要來點巧克力嗎？
c169_boss_short	我想看看你心中有什麼。
c169_ctskill	我會記得這個！
c169_death_1	哇！現在可不會給你任何巧克力！
c169_death_2	呀～～～
c169_drive	又苦又甜！
c169_hit_1	好痛！
c169_hit_2	嘿！
c169_hit_3	哇。
c169_prskill	這就是我對你的感覺！
c169_skill	呵呵。
c169_spa	我全部的巧克力都融化了…*嗚*
c169_startbt	你喜歡巧克力嗎？
c169_story1	嘿嘿…你喜歡巧克力嗎？
c169_story2	但…這不是挺讓人尷尬的嗎？還要說感謝什麼的…
c169_story3	你知道為什麼我的巧克力這麼好吃嗎？因為這是用愛做的。\老實說，我全部的巧克力都是！
c169_true1	你喜歡巧克力嗎，主人？\我該為你做一些嗎？
c169_true2	我特別為你做了一些巧克力，主人！\這是世界上最棒的巧克力了！你會吃吃看的，對吧？
c169_true3	如果我贏了話，親我一下！
c169_victory	我做到了！
c172_boss_long	能讓我感受你的悲傷嗎？
c172_boss_short	我能感覺到你的痛苦。
c172_ctskill	這可能會有點痛。忍耐點。
c172_death_1	看來我的光沒有傳過去…
c172_death_2	我很抱歉，各位…
c172_drive	希望永遠不會滅亡！
c172_hit_1	唔啊！
c172_hit_2	咿！
c172_hit_3	我不會輸的！
c172_prskill	光在等著我！
c172_skill	對不起。
c172_spa	洗淨自己能讓你的心更加明亮。
c172_startbt	我聽見你的聲音了…
c172_story1	我多少也對年輕惡魔也有些興趣哦。
c172_story2	祝你好運。我會一直守護著你。
c172_story3	謝謝。我真的很感激，你知道嗎？
c172_true1	你可以試著藏住憂傷，但它總是會流露出來。
c172_true2	你會告訴我一些跟你有關的特別的事嗎？
c172_true3	你不需要自己背負一切。\就算是惡魔也會在孤單中掙扎…
c172_victory	你真是不可思議！
c173_boss_long	這最好要夠有趣。
c173_boss_short	嗯，這看起來很無聊…
c173_ctskill	我已經受夠了。
c173_death_1	嘿…這一點也不好玩…
c173_death_2	我只是想大玩一場…
c173_drive	你玩得開心嗎？
c173_hit_1	…噢。
c173_hit_2	噢嗚…
c173_hit_3	咿！
c173_prskill	很有趣。
c173_skill	想跟我一起玩嗎？
c173_spa	泡溫泉比我想的還有趣。
c173_startbt	讓我們來大玩一場，好嗎？
c173_story1	拜託，我們不能說說話就好嗎？其他惡魔都忙著準備魔王爭奪戰，顯然就你一個人無所事事。
c173_story2	主人，你在做什麼啊？那是種新遊戲嗎？\我覺得看起來蠻怪的…
c173_story3	天啊，她真是個奇怪的Child。反正我也不在意啦。
c173_true1	我討厭大人。他們只會一直唸唸唸而已。
c173_true2	我只是做我喜歡的事情。有什麼錯嗎？
c173_true3	我希望你能成為魔王，主人。然後那些愛嘮叨的魅魔就會還我一個清靜了…\嘿，你有在聽我說話嗎？
c173_victory	我們下次玩點不一樣的吧。
c174_boss_long	時間終於到了！你的深夜小夥伴，A.I，登場了！
c174_boss_short	這場戰鬥將由轉播戰鬥活動的頭號首選；Evil頻道為您播出！
c174_ctskill	拍照時間～★
c174_death_1	我是A.I.，謝謝你的觀賞★
c174_death_2	歡迎下次收看！
c174_drive	是時候來提高收視率了★
c174_hit_1	好痛！
c174_hit_2	嗚，看來對A.I選手十分奏效！
c174_hit_3	別打臉，別打臉！
c174_prskill	MVP的獎勵是我的！
c174_skill	採訪時間★
c174_spa	啊，我到現在才發現自己有多疲憊…\我想適當地照顧自己真的非常有幫助★
c174_startbt	你的深夜小夥伴在這裡，位於戰鬥現場進行直播報導★
c174_story1	你好啊★是我，你的深夜小夥伴，A.I.！\本節目的格鬥實況由Evil頻道為你播出！
c174_story2	終於登場了！兩名貪婪惡魔之間的激烈大對決！\這又是什麼呢？我們將贈送驚人禮物給全體參與者！就算是最貪婪的惡魔也會被滿足喔！
c174_story3	A.I只能喝維他命水，懂嗎？\好好記住喔★
c174_true1	A.I永遠與你同在！\當你寂寞無聊時，轉到Evil頻道就對了！★
c174_true2	我今天想做的事情就是一整天攤在那裡，然後狼吞虎嚥…\喔，你好啊★是我，你的深夜小夥伴，A.I！★
c174_true3	人生就是該體驗一切有趣的事物、並過得像電視節目一樣有魅力！\對惡魔來說也是一樣！就讓我來持續報導你的惡魔攻擊吧！
c174_victory	今天的英雄採訪是我唷★
c175_boss_long	你為誰而戰？
c175_boss_short	我戰鬥的理由只有一個。
c175_ctskill	我已經掌握你的實力了。
c175_death_1	原諒我，主人…
c175_death_2	即使犧牲我的性命…
c175_drive	該結束這一切了！
c175_hit_1	啊！
c175_hit_2	我大意了！
c175_hit_3	這只是小傷而已！
c175_prskill	我以騎士的榮耀發誓！
c175_skill	就這樣了？
c175_spa	真正的騎士要隨時保持警戒才行，就算像現在這樣泡溫泉的時候也是。
c175_startbt	我應該和你堂堂正正地對戰。
c175_story1	你當然是對的，我的主人。
c175_story2	謝謝，我的主人。
c175_story3	請別在意我。
c175_true1	人要是沒有足夠的力量，就不能保護任何人。
c175_true2	我需要力量來保護那些我所重視的人…
c175_true3	我之所以戰鬥只有一個理由！就是為了我的主人！
c175_victory	我將這勝利獻給你，主人！
c176_boss_long	終於，最後的戰鬥來了！\現在你對上我了！
c176_boss_short	讓這場死鬥開始吧！
c176_ctskill	我會贏的！
c176_death_1	我想應該就到此為止了…
c176_death_2	看來我的運氣是用完了…啊，主人…
c176_drive	讓我露一手的時候到了！
c176_hit_1	唔！
c176_hit_2	煩耶！
c176_hit_3	嘿！
c176_prskill	狀態不錯喔！
c176_skill	我們就這麼做吧！
c176_spa	這就是養尊處優的感覺啊！這都多虧了你。
c176_startbt	讓下一場比賽開始吧！
c176_story1	哈哈，沒錯。我的主人很久以前就死了。\…三個前任主人都死了。
c176_story2	就算我受到攻擊，倒在水溝裡流血快死了，我也不需要你的擔心。懂了嗎？
c176_story3	來吧，各位！別害羞啊！永遠都不會結束的遊戲開始啦！\先放棄的人就輸了。這樣如何？
c176_true1	我的第一個主人是名非常年輕的惡魔。\跟你有點像…
c176_true2	在夜世界裡，你一定要注意別人衣服底下藏著什麼。\我的意思當然是說他們口袋裡的東西。
c176_true3	你知道我有過好幾個不同的主人對吧？\所以…你確定你還是想要我當你的Child嗎？如果是的話，我會讓你體會到前所未有的超棒比賽喔！
c176_victory	看來這次又是莊家獲勝了。
c178_boss_long	我是你的海市蜃樓－－隨時會消失的魅影。
c178_boss_short	別相信幻像！
c178_ctskill	嘿嘿。
c178_death_1	你抓到我了…
c178_death_2	我現在就像是幻覺一樣…正漸漸淡去…
c178_drive	讓你看看我的美麗幻覺。
c178_hit_1	唔啊！
c178_hit_2	呃啊！
c178_hit_3	你看得到我嗎？
c178_prskill	幻影…
c178_skill	你在看哪裡？
c178_spa	我們今天不玩躲貓貓了嗎？
c178_startbt	哈囉。我在這唷。
c178_story1	或許…如果你能抓到我，\我就會對你好一點…
c178_story2	如果你抓到我…\你會怎麼做？
c178_story3	那…是秘密。
c178_true1	你可以忘了我也沒關係…\有一天，我也會忘了你…
c178_true2	來嘛，我們來玩躲貓貓。
c178_true3	你不用來尋找我。\就算你看不到我，我也會一直在你身邊。
c178_victory	那場躲貓貓真的很棒。
c180_boss_long	現在，祈求瑪門大人的憐憫吧！
c180_boss_short	崇拜我吧！
c180_ctskill	不可原諒！
c180_death_1	現在，偉大的瑪門大人…沉睡了…
c180_death_2	但是…我還有那麼多東西還沒得到…
c180_drive	哈哈哈哈！
c180_hit_1	唔啊！
c180_hit_2	你是不知道我是誰嗎？！
c180_hit_3	啊啊啊！
c180_prskill	搞清楚你的地位！
c180_skill	大膽之徒！
c180_spa	太美妙了！真的是太美妙了！哈哈哈哈！
c180_startbt	仰望王者中的王者，瑪門大人！
c180_story1	什麼啊，真蠢耶！你就喜極而泣然後遵從就對了…\難道你要違抗我的命令嗎！
c180_story2	可恨啊…愛就像是又陡峭又危險的道路。
c180_story3	不行！為什麼一定要這樣！
c180_true1	沒人能奪走屬於我的東西！
c180_true2	我的心中有一個用再多財富或寶藏也填不滿的洞。我要怎麼做才能填滿這痛苦的空虛呢？
c180_true3	如果能讓莫娜愛上我，我願放棄所有，失去一切也在所不惜。\啊…我的心臟都快炸裂了！
c180_victory	為我的勝利乾杯！
c183_boss_long	跪下吧。這裡是個神聖的地方。
c183_boss_short	跪下吧！
c183_ctskill	低下頭。
c183_death_1	你居敢藐視神？
c183_death_2	愚蠢至極呢。
c183_drive	消散吧！
c183_hit_1	唔…
c183_hit_2	別碰我！
c183_hit_3	你會後悔的…
c183_prskill	這是我的命運。
c183_skill	回去屬於你的地方吧。
c183_spa	就算是女神也需要休息。
c183_startbt	在我面前下跪吧。
c183_story1	奉上與神相配的供品。
c183_story2	…你居然敢這麼隨便地叫我的名字。
c183_story3	願聖母之光照亮你的方向…
c183_true1	你真笨。你怎麼就看不清真相？
c183_true2	即便是神也不能輕易擺脫命運。
c183_true3	有種看不見的定律在控制著這個世界。\接受你的命運吧。
c183_victory	頌揚我的勝利吧。
c184_boss_long	哼，我沒時間做這些。
c184_boss_short	你知道最近的天堂在哪裡嗎？
c184_ctskill	上天堂去吧！
c184_death_1	真是太糟了！我的夢想連一個都還沒實現…
c184_death_2	我希望我能看最後一次海…
c184_drive	為了自由！
c184_hit_1	唔啊！
c184_hit_2	好痛！
c184_hit_3	你這是什麼意思？！
c184_prskill	別礙了我的路！
c184_skill	右舷滿舵！
c184_spa	說到天堂的話，這裡就是不錯的一個。\啊，這感覺真好…♪
c184_startbt	航向天堂吧！
c184_story1	我今天是失敗了沒錯，但我保證下次一定會逃掉！
c184_story2	唷～呵～♪終於成功逃脫啦！\右舷滿舵！往樂園出發啦！
c184_story3	唷～呵～♪是大海耶！耶咿！
c184_true1	我今天是逃亡失敗了沒錯，但我不會就此放棄的！
c184_true2	我很好奇哪裡會是我的完美天堂。\在找到它之前我絕不會放棄！
c184_true3	我老是覺得要到很遠的地方才找得到天堂，但也許其實它比我想得還近也說不定。\對吧，惡魔先生♪
c184_victory	現在，來吧！別浪費時間了！
c186_boss_long	真是厚臉皮的狗。
c186_boss_short	你真的以為你能夠打敗我嗎？
c186_ctskill	噓！
c186_death_1	不…不可能…
c186_death_2	這一點也不好玩。
c186_drive	小可愛，去咬他們！
c186_hit_1	好啊，看看是誰在逞強了。
c186_hit_2	哎呀…
c186_hit_3	呿…
c186_prskill	你就那麼想被懲罰嗎？
c186_skill	不乖的話是不行的喔。
c186_spa	這讓我心情很好。看來要給一些點心了。
c186_startbt	試試看吧。告訴我你要我做什麼吧。
c186_story1	你的反抗態度真讓我情不自禁。\讓我想用盡各種方法讓你屈服。
c186_story2	小狗會依主人的養育方式長大。♥
c186_story3	如果你夠拼命，\就連你都能成為很棒的主人。
c186_true1	我對不聽話的小東西毫無眷戀。
c186_true2	你忘記自己的地位了嗎？
c186_true3	你覺得自己能馴服我嗎？\別告訴我你已經怕了。\我會對你放水的，所以來吧！
c186_victory	做得好。
c187_89_boss_long	歡迎來到我的海域。
c187_89_boss_short	將你的身體交託給我的海浪吧。
c187_89_bubble_prskill	唔…啊…
c187_89_bubble_skill	唔…啊…唔…啊…
c187_89_ctskill	海洋比死亡本身還黑暗。
c187_89_death_1	就像在池塘上顫動的漣漪一樣，現在我退去了...
c187_89_death_2	深還要更深...
c187_89_drive	噢哀傷的靈魂阿，沉睡吧！
c187_89_hit_1	這是什...
c187_89_hit_2	小心點。
c187_89_hit_3	唔啊！
c187_89_hit_4	呼…
c187_89_hit_5	欸-欸！
c187_89_hit_6	呃啊！
c187_89_hit_7	呃！
c187_89_hit_8	不要這樣！
c187_89_hit_9	唔…
c187_89_prskill	你的痛苦還沒結束呢！
c187_89_skill	來悲嘆之海陪伴我吧！
c187_boss_long	來吧，與我一同沉入安靜的海底。
c187_boss_short	你來是為了擦乾我的眼淚嗎？
c187_ctskill	請讓我表示哀悼。
c187_death_1	在經過了一切...這就是我的盡頭嗎...
c187_death_2	啊…
c187_drive	墜入深淵吧！
c187_hit_1	唔啊！
c187_hit_2	啊！
c187_hit_3	唔啊！
c187_prskill	沉沒在悲傷的大海中。
c187_skill	讓我見識一下你的傷悲吧。
c187_spa	在這裡應該看不到我的眼淚，對吧？
c187_startbt	在這結束之後，只有你的眼淚會留下來。
c187_story1	是的。我沒有意識到我的悲痛是如此的深沉...
c187_story2	在水中非常的安靜...我什麼也聽不見。\就好像我是孤單一人，被困在悲痛的海洋之中。
c187_story3	雖然你說的話有點...笨。但讓我感覺好多了。你了解我的意思嗎？
c187_true1	我是悲傷的女神...\悲傷捆綁著我的靈魂，所以為了遮蓋我的眼淚，便深藏在海底下。
c187_true2	這樣的悲傷何時何日才會轉為快樂呢...\我哪天也能受到如此眷顧嗎？
c187_true3	你願意給我一些安慰嗎？
c187_victory	痛苦愈多，悲傷愈深...
c188_boss_long	我會發掘一切真相！
c188_boss_short	可別逃了！
c188_ctskill	你逃不掉的！
c188_death_1	你以為這樣我就會放棄了嗎？
c188_death_2	呀～～～
c188_drive	壞蛋將會受到報應！
c188_hit_1	唔啊！
c188_hit_2	不要這樣！
c188_hit_3	唔啊！
c188_prskill	還遠遠不夠呢！
c188_skill	做好覺悟吧！
c188_spa	哇…這感覺就像我的身體融化了一樣…
