// key	CHAT_SPA_
sc219_spa_5	เจ้าคาใจกับการใช้ชีวิตแบบปีศาจขนาดนั้นเลยเหรอ?\เลิกทำตัวเป็นมนุษย์สักทีเหอะน่า
sc219_spa_max	เป็นราชาปีศาจสิ แล้วข้าจะก้มหัวให้เจ้า\ตอนนี้ในฐานะที่เจ้าเป็นมาสเตอร์ไม่ได้เรื่อง ข้าให้ได้แค่มารยาทขั้นพื้นฐาน
sc220_spa_1	ไม่มีอะไรสู้การแช่ออนเซ็นหลังจากออกกำลังกายได้! เอาล่ะ กลับไปลุยกันต่อเถอะ!
sc220_spa_2	ช่างตลกสิ้นดี ปีศาจที่ควรจะเป็นมาสเตอร์ของข้าอ่อนแอกว่าไชลด์ของตัวเองซะอีก สวัสดี มิสเตอร์น่าสมเพช! เจ้าฟังอยู่รึเปล่าเนี่ย?! นี่เจ้าไม่ละอายบ้างเหรอ?!
sc220_spa_3	งานหนักไม่เคยทำให้ใครผิดหวัง ตั้งใจทำงาน และเจ้าจะชนะได้ในที่สุด ถ้าเจ้าฝึกฝนร่างกายที่อ่อนแอของเจ้าซักหน่อย อย่างน้อยที่สุดเจ้าก็จะเก่งพอกับคนอื่นได้!
sc220_spa_max	มิสเตอร์น่าสมเพช ในฐานะมาสเตอร์ เจ้าควรปฏิบัติตัวให้เป็นเยี่ยงอย่างกับไชลด์ของเจ้า! อย่าห่วงไป! ข้าจะทำสุดความสามารถเพื่อช่วยเจ้า
sc221_spa_1	จงเพลิดเพลินไปกับทุกอย่างให้เต็มที่\นั่นแหละวิถีแห่งนักรบ
sc221_spa_2	งื้อ ปวดหัวจัง ไม่ต้องสนใจข้านะ ข้าแค่พูดกับตัวเองน่ะ
sc221_spa_3	มีเสียงดังในหูอีกแล้ว นี่ต้องเป็นความรู้สึกของการถูกโลกเหยียดหยามแน่ๆ เลย ...หืมม ข้ารู้สึกไม่เป็นตัวของตัวเองเลยเวลาพูดอะไรแบบนี้ออกมา ลืมๆ ที่ข้าพูดไปเถอะ
sc221_spa_max	เจ้าปีศาจสีดำ ข้าขอฝากดาบของข้าไว้ที่เจ้า จงกลายเป็นดาบปีศาจร้ายที่คู่ควรและกำหนดเส้นทางไปสู่อนาคต
sc222_spa_1	ข้าชักจะเบื่อแล้วนะ...
sc222_spa_2	ข้า เอล โดราโด เป็นไชลด์เพียงคนเดียวที่สามารถพาผู้ท้าชิงที่อ่อนแอที่สุดไปสู่ชัยชนะได้ เอาล่ะ มาเริ่มสรรเสริญชื่อของข้าเร็ว! ฮ่าๆ ๆ ๆ!
sc222_spa_3	เอาล่ะทีนี้เจ้าจะจ่ายค่าแรงจากการที่ข้าช่วยเจ้ายังไงดีล่ะ? ...ว่าไงนะ เจ้าถังแตก?! ฮึ่ม! เจ้าสามารถทุ่มเทชีวิตให้กับข้า แต่ชีวิตอีกหนึ่งร้อยชีวิตก็คงไม่พอ
sc222_spa_4	เจ้าคิดว่าข้าขี้เหนียวเหรอ? อืม เจ้าเข้าใจถูกแล้ว เจ้าคิดว่าจะปกป้องอะไรได้ในเมื่อเจ้าแทบไม่มีชื่อเสียงเลย? เป็นปีศาจที่มั่นใจพอตัวเลยนะ
sc222_spa_max	เจ้าปีศาจ ข้าคงต้องเชื่อแล้วว่าเจ้ามีความมุ่งมั่นจริงๆ ข้าถือว่าเจ้ามีคุณสมบัติเพียงพอที่จะร่วมแชร์ทรัพย์สินของข้าจำนวนนึง
sc223_spa_1	พักผ่อนสั้นๆ ก่อนที่ข้าออกเดินทางน่ะ
sc223_spa_2	ข้าเป็นไชลด์เร่ร่อน\พยานผู้ประจักษ์ถึงทุกสิ่ง\ปีศาจเอ๋ย\เจ้าคือฉากหนึ่งที่เส้นทางของเราได้พบกัน
