// key	CHARACTER_PROFILE_DESC_
c266_profile	A demon who once lived in ancient Egypt. He wielded great magic, having lived during an age when exorcists were rampant, but he was weakened after he transferred a part of his power to Cleopatra as per their pact. Ironically, this also allowed him to follow Cleopatra everywhere, which satisfied him well enough. He enjoys taking strolls and observing human society. He speaks lightheartedly, but becomes rough when he gets worked up.
c267_interest	Time to make a strategic retreat.
c267_like	Even so, I will not give up on the throne.
c267_love	Do not trust me so easily.
c267_profile	The charismatic Queen Cleopatra, who supposedly met a tragic end, made a pact with a demon and bore a Child of the exact same name. Her only memories are of her hometown of 2,000 years ago, the desert, and Bast, her beloved pet cat who became a Child. Apparently she was sealed by an exorcist the moment she made a pact with a demon, but the details of that incident are unclear. She awoke only recently, and when she heard the Archfiend Contest had begun, she marched over to the battlefield to become the ultimate ruler once and for all. She does not know that she is but a Child, ranking lower than demons.
c269_interest	I want to go see my mama!
c269_like	Are you\gonna say no?
c269_love	Big bro,\you're the only family I have!
c269_profile	A Child born of a woman longing for her late daughter. She was named Pixie for her resemblance to the sprites who appear in the fairy tales the pactmaker wanted to tell her daughter.\She calls her pactmaker "Mother" and acts as if she is her true daughter. She insists that the young master kidnapped her, so she often runs away from home.\Be careful not to let her out at night.
c270_interest	I want to go see my mama!
c270_like	Are you\gonna say no?
c270_love	Big bro,\you're the only family I have!
c270_profile	A Child born of a woman longing for her late daughter. She was named Pixie for her resemblance to the sprites who appear in the fairy tales the pactmaker wanted to tell her daughter.\She calls her pactmaker "Mother" and acts as if she is her true daughter. She insists that the young master kidnapped her, so she often runs away from home.\Should she happen to go missing for long, she is likely to be found sunbathing somewhere, her luminescent wings glittering in the sun.
c271_interest	I want to go see my mama!
c271_like	Are you\gonna say no?
c271_love	Big bro,\you're the only family I have!
c271_profile	A Child born of a woman longing for her late daughter. She was named Pixie for her resemblance to the sprites who appear in the fairy tales the pactmaker wanted to tell her daughter.\She calls her pactmaker "Mother" and acts as if she is her true daughter. She insists that the young master kidnapped her, so she often runs away from home.\Should she return home dripping wet, it means she found a body of water and could not resist swimming in it, so be sure to dry her off.
c272_interest	I want to go see my mama!
c272_like	Are you\gonna say no?
c272_love	Big bro,\you're the only family I have!
c272_profile	A Child born of a woman longing for her late daughter. She was named Pixie for her resemblance to the sprites who appear in the fairy tales the pactmaker wanted to tell her daughter.\She calls her pactmaker "Mother" and acts as if she is her true daughter. She insists that the young master kidnapped her, so she often runs away from home.\Should she return home with a verdant fragrance, it means she was off gamboling in the woods.
c274_interest	I'm a cat, too!
c274_like	You're a weak kitty, huh?
c274_love	Come here! Let's play.
c274_profile	A singing cat who came from long, long ago in a distant land. She was named after Bast, the goddess of cats. She doesn't really understand what the Archfiend Contest is all about, but she happily fights for her master Cleopatra. In truth, she's Horus's Child, created when Horus tricked Cleopatra into a pact in order to gain control over her. Because of that, she hates Horus with all her heart.
c275_interest	This is such a nuisance.
c275_like	Don't you want to leave everything behind?
c275_love	If you become Archfiend, you should get rid of all laws.
c275_profile	A member of a famous group announces her retirement suddenly. Then, after a while, her singing voice is heard on Harlem Street. The Master is drawn to her voice that captivates demons. She notices how innocent he looks compared to other demons and impulsively chooses him as her master.\Harpy is a Child born from the mind of a girl who wants to live a life of spontaneity. Demons can't slow her down. The only thing she wants is freedom. "Rules are there to be broken!"
c277_interest	It's your fault that\my career was ruined!
c277_like	You might be nicer than Mammon.
c277_love	Maybe I'll switch jobs.
c277_profile	A nymph of the Infernal Realm who Mona conscripted to work for Mammon, the man obsessed with alcohol, money, and women. Weary of her life in the Infernal Realm, she left to eke out a living in the Mortal Realm, but she is less than thrilled by the prospect of serving under Mammon. She spends all of her free time scrolling through social media, and delights in securing the undivided attention of playboys. Despite being new to the working world, she is already slogging through one day at a time with a "work only as much as you're paid" mindset.
c278_interest	Do whatever you want. I can't stop you.
c278_like	Do you really need my help?
c278_love	I'm worried about whether you can really do it...
c278_profile	Android Hel was created to assist the mischievous demon, Loki. She is an android that improved upon the shortcomings of Prototype Narvi. Despite being created by a demon, she has a human side to her.\Her perfect body cannot feel pain or human emotions. She may appear to have surpassed her mechanical limits, but such feats have been a curse to her. What she needed to tolerate Loki's cruelty was love capable of embracing him forever. Thus, Hel was a failure.
c279_interest	Please,\call me Laufey.
c279_like	Would you like me\to go with you?
c279_love	You'll have to forgive me.\I will forever belong\to Loki.
c279_profile	Laufey is an android the capricious Loki made to aid him.\She is the one and only being capable of understanding him.\However, her love and devotion towards him\are no more than behavioral patterns\that she was programmed with.\The only thing she cares about is to function as intended.
