// key	CHAT_SPA_
sc001_spa_1	呼……没什么比宠爱自己一下更好的了♥
sc247_spa_2	这就是你迎接女王的礼节吗？这也太随意了吧？一点都不庄重。你真小气。
sc247_spa_3	这顶王冠可不是人人都能戴的。碰它前，你最好得想清楚。
sc247_spa_4	胆敢说我「小」？！无礼！看我不把你那颗无理又傲慢的头上的毛给拔光！
sc247_spa_5	欲戴王冠，必承其重。你觉得你有这能耐吗？
sc247_spa_max	我可以感觉到你体内的王者之气。只不过它还没表现出来。你是那种大器晚成的类型，总有一天，你会追上我的。
sc250_spa_1	别在温泉里乱来？\放轻松点吧！
sc250_spa_2	你知道鬼也会在温泉出没吗？\什么？\你知道我说的是我自己？
sc250_spa_3	我尝试乖乖不动的时候，会很焦躁。\好，我知道。我不会胡闹的。
sc250_spa_4	啊！\偷窥狂！变态！\嘿嘿嘿，我开玩笑的。
sc250_spa_5	真是太厉害了。你一定要试试看。\我发誓绝对不是要整你。
sc250_spa_max	下次何不跟我一起玩呢？\一定很好玩！
sc252_spa_1	你所见的一切不一定都是真的。\莫因暂时的欢愉而满足。
sc252_spa_2	这个地方有着神秘的味道，\这可能就是会吸引迷途羔羊的原因。
sc252_spa_3	我无法撒手让世界\被恶魔大军肆虐。
sc252_spa_4	我只会在消灭恶魔，\并让一切恢复原状后才进入涅槃。
sc252_spa_5	我们的意志力无懈可击。\我们能带着它经历生死的无尽轮回。
sc252_spa_max	生命就是痛苦。但我们能怎么办呢？\我们只能背负自己的业继续前行。
sc253_spa_1	温暖的圣诞节也没什么不好啊。
sc253_spa_2	我见过很多扮猪吃老虎的恶魔，不过你是第一个确实很弱的恶魔。
sc253_spa_3	圣诞节真的会让恶魔变弱吗？好惨啊。
sc253_spa_4	我讨厌恶魔，讨厌他们的自傲、无理还有恶臭。真的是太臭了！熏的我想吐。
sc253_spa_5	我会签约只是因为你太烦了，别忘了我可是驱魔师啊。（呵欠）我只是不想工作而已。
sc253_spa_max	我非常能理解像你一样的懒惰鬼。毕竟，我也一样。
sc261_spa_1	在这样的地方，我可能会忘记绽放的苦痛。
sc261_spa_2	这能消除绽放的苦痛。
sc261_spa_3	我享受如此的奢华也没关系吗？
sc261_spa_4	我期待我们再会的那一天。
sc261_spa_5	我们竟然会以这种方式相遇。
sc261_spa_max	主人，我会全心全意服侍你的。
sc262_spa_1	找我有事吗？你能等一会儿吗？我现在不想被打扰。
sc262_spa_2	主人，你说自己什么都不怕。但是有一个人我敢肯定你一定很怕，那就是妲比。
sc262_spa_3	你的名誉就是我的名誉。所以请别做出可能有损名誉的事。
sc262_spa_4	可怜的主人。又有人欺负你了？告诉我是谁。我去骂他们！
sc262_spa_5	你的懦弱源自你的善良。这就是我喜欢你的原因。
sc262_spa_max	我能感到主人强大的决心。我会看着你，直到最后的。
sc266_spa_1	这样真的没关系吗？哎，随便吧……
sc266_spa_2	我上一次享受温泉，已经是几年前的事了啊？时间太久远了，我已经不太记得了。呼……现在吗？现在我脑子里装的只有女王。
sc266_spa_3	我已经很久没像这样放松了。我活跃的时候，到处都是驱魔师。那真是一段艰苦的时光啊，一秒都不能放松。
sc266_spa_4	女王变得越强大，我的头越痛，同时她的记忆也在慢慢回归。要是她突然对魔王争夺战认真起来了，该怎么办？哈哈……
sc266_spa_5	我活了很久很久。啊？我是说真的。我以前活跃的时候，就没好好休息过。真的很累的。但我现在跟恶魔混一起了，完全不会觉得无聊。
sc266_spa_max	我活了很久很久。不久前，我还很紧张，因为身边尽是些很邪恶的家伙。不过有你这样的恶魔陪着我，我可以好好放松一下。
sc267_spa_1	呼呼，这温泉还真是普通啊。不过，我可以勉为其难地先泡一次。
sc267_spa_2	我不是女神，但自称「恶魔」也有点怪怪的。所以，我现在算是什么呢？法老？还是没落的女王？或者是魔王候补生？我也不确定。也许这是个重新开始的机会。
sc267_spa_3	可恶的荷鲁斯。我觉得他一定有计划，虽然我还不确定是什么诡计。也许我已经知道了，只是觉得应该装作不知道呢？
sc267_spa_4	你不知道我会背叛你吗？你不害怕吗？即便如此，你还是想跟我说话吗？
sc267_spa_5	我曾经身为法老君临天下，并相信统治者就是要压迫人民。但当我看到你做事的风格，我发现治理人民或许还有其他的办法。即使如此，我也会继续用我的方式来治理人民。
sc267_spa_max	你的计划是什么？虽然我们现在处于同一战线，但是最后能夺得王位的只有一个……啊，别在意了。每次看着你，都会想一些多余的事。
sc274_spa_1	这是什么样的游戏啊？
sc274_spa_2	你知道吗？昨天我的主人叫了我耶，虽然不是「来这里啊，小猫咪」，但对我来说已经足够了！真希望你能看见！
sc274_spa_3	为了沉眠的主人，我已经等了好久好久。能出来走走真好喵♪这多亏了你，小猫！
sc274_spa_4	我做了一个好久以前的梦。那是我窝在法老腿上时做的梦。但是很可惜，我现在已经长成了一只大猫，我再也不能这样做了……
sc274_spa_max	我转我转我转转转！♪你心情好的时候也会追自己的尾巴吗，小猫？当然会吧！……喔，我差点忘了！下次主人呼唤我的时候，你一起来吧！
sc275_spa_1	吓！不可以偷看喔。\主人，别那么恶心！
sc275_spa_2	如果其他人认为你很差，那你就很差的话，\不觉得这不太对吗？你不该因为做自己想做的事而感到难受。
sc275_spa_3	噢，我到底做错了什么\才让你那么生气？
sc275_spa_4	别这样啦，很抱歉让你经历了那么多事。\我保证会成为更好的人。更好的Child。
sc275_spa_5	我受够了。你为什么看起来那么沮丧啊？\做自己想做的事就好了啊！
sc275_spa_max	我也不喜欢你对我生气。所以我在想……\我该改变自己，还是你呢？
sc277_spa_1	我正在享受休息时光，你可以不要打扰我吗？
sc277_spa_2	现实世界的生活简直是地狱。你待得愈久，就愈糟糕。
sc277_spa_3	我只遵守一个规则，那就是亮晶晶的东西大于一切！不，我不是在讲珠宝。我是在讲粉红的钞票啊！
sc277_spa_max	你跟我其实没什么不同的。我们都处于劣势。毕竟，在这里真正掌握大权的其实是莫娜。
sc278_spa_1	善意背后总伴随着别有所图。\你图的又是什么呢？
sc278_spa_2	对洛基大人来说，这个世界就像装满了七彩糖果的篮子一样。\形状虽有不同，但尝起来都一样。\这就是他那么容易厌倦这些的原因。
sc278_spa_3	无论我去往何处，总是能听见洛基大人的声音。\把耳朵遮起来也没用。
sc278_spa_4	如果你是聪明人，\就应该停止反抗洛基大人。\给你这个建议是为了你好。
sc278_spa_5	我什么事都不想做。\我只想永远地……沉睡……\原因可能出在你身上。
sc278_spa_max	我跟你\都经历了那么长一段路呢。\我们就像彼此一样。
sc279_spa_1	好棒的地方！\你对我真好。\你一定很爱我。
sc279_spa_2	洛基大人还很年轻，所以他需要爱。
sc279_spa_3	我能做的只有爱洛基大人。\毕竟，他就是我存在的理由。
sc279_spa_4	你身边的每个人都活力十足。\他们看起来都在用\自己的方式爱着你。\相比之下，我亲爱的洛基大人……
sc279_spa_5	我的心愿是在洛基大人死亡的隔天随着死去。\但我不想品尝孤独的滋味，所以你觉得我们\能在同一天的同一刻死去吗？
sc279_spa_max	你跟洛基大人一样年轻软弱。\但不要担心。\我对你的爱至死不渝。
sc280_spa_1	别偷看，小恶魔。
sc280_spa_2	让我来介绍一下我的好朋友吧！这是我唯一的好朋友，玉米！玉米是幸福的象征，所以你要对它好一点哦！
sc280_spa_3	所有恶魔都像你这么笨吗？你嘴上在不停地抱怨魔王争夺战，身体却很诚实，因为你直到现在都还在里面竞争啊。何不退出？
sc280_spa_max	越努力越幸运！不过我还蛮喜欢你的，所以……虽然你很懒惰，但我还是会支持你的！
sc281_spa_1	你怎么知道我在这里？你真的比我想象的还厉害呢。
sc281_spa_2	一个夜晚没有月亮的地方。一个有着只照耀我的光的地方。这才是真正的天堂。
sc281_spa_3	真想不到会在这样的地方碰到你……我们之间是剪不断的关系，不是吗？
sc281_spa_4	我的永恒之光不会后悔与恶魔签订契约的。不用担心。
sc281_spa_5	即使我不能和你并肩作战……不管怎样，我的主人永远是我生命中最重要的人。
sc281_spa_max	希望我能尽快回到你的身边，主人。我担心如果过了太多时间，你会忘记我的。
sc283_spa_1	主人去哪里了呢？
sc283_spa_2	这真是个宁静的地方啊。美中不足的是，这里有个讨厌的恶魔……
sc283_spa_3	我是个女仆：维尔德大人的仆人。一位女仆一生只能服侍一位主人。
sc283_spa_4	我想把自己的感觉告诉社长，但是我该怎么做呢……？
sc283_spa_5	你有特别珍惜的人吗，主人？一个愿意为她死的人……？
sc283_spa_max	我永远是社长的女仆。但是你不用担心——我还是会尽全力帮助你。这是女仆的职责。
sc285_spa_1	哈哈哈哈！你为什么这么紧张？
sc285_spa_2	我很高兴自己早早就从魔王争夺战中淘汰了！\观战比参战还好玩啊！\哈哈哈！
sc285_spa_3	呃，可悲的恶魔！\他们战败时总是跑回来哭哭啼啼，\那都是因为他们太弱了……
sc285_spa_4	喂，小子，你觉得我怎么样？啊？\哈哈哈。你说性感是什么意思？！我问的不是那个。\我说的是我跟A.I比起来怎么样！
sc285_spa_5	恶魔很容易被无聊所吞噬，\所以我觉得你这样的家伙很有趣。\你就像是个普通的平凡人，\没什么大起大落的。我觉得那就是你的强项。
sc285_spa_max	恶魔就该随心所欲。\就算不是魔王候补生，\依然有很多找乐子的方法。\但我觉得没有你的话，乐趣会减少很多。
sc286_spa_1	你现在满意了吧？
sc286_spa_2	天吶，我真的要从头开始教你吗？你还真是让人头痛啊，主人。
sc286_spa_3	「吊车尾」和「最弱的」是吧？你的名声还真是糟糕。不过换个角度看，这代表你有绝佳的机会可以证明自己真正的价值。
sc286_spa_4	你就照着我说的做吧。我不允许任何低级错误出现在我的视线里，所以你一定要做对。
sc286_spa_5	比起我，你更信任丽莎。呼呼呼……我暂时不反对。你迟早会发现我真正的才能的。
sc286_spa_max	真是没办法。我会跟你一起的，主人——千万别丢了气势。
sc287_spa_1	首先，我会完成我的密集训练课程，然后我会做短暂的休息。像个专业舞者，对吧？厉害吧？
sc287_spa_2	没有天赋，就要靠汗水啊。你懂我的意思吗？
sc287_spa_3	对自己宽容的人，是无法成就大事的。努力练习是我唯一的方法。所以，你也要有跟我一起努力的觉悟。
sc287_spa_4	谁才是我的目标呢？没有人。啊！我知道了！你应该把未来的我当作你的目标！
sc287_spa_5	我很高兴能成为你的Child。我一开始还不太确定，但是……结果也没有想象的那么糟嘛。
sc287_spa_max	不要注意别人。你要关注的只有你自己。毕竟，是你要上台表演啊。
sc289_spa_1	呼……闲了就来陪陪我吧。
sc289_spa_2	鲁弗斯大人是有点笨手笨脚的。但是他和你不太一样。所以卢茵还是有点担心。
sc289_spa_3	尽管这是鲁弗斯大人的命令，但我不想和你反目成仇。是敌是友尚不明朗的状况下，意图明显的一方会输的。
sc289_spa_4	我的过去吗？哈哈哈……你这家伙的好奇心还挺重的嘛。可以说我绝大部分的人生都花在和恶魔战斗了。这会让气氛变得沉重吗？
sc289_spa_5	我将我的人生和我的剑都奉献给了鲁弗斯大人。我这么放松警惕真的可以吗？我都不知道他的计划，但是……
sc289_spa_max	对于鲁弗斯大人会赢得王位这件事，我比谁都有信心，我对你还蛮感兴趣的——当然鲁弗斯大人也是。答应我，你会一直跟着他的脚步，直到最后一刻。
sc290_spa_1	我从来没想过会这么舒服。就好像是如其来的试炼一样！呼呼呼呼！
